stg,sys,system,series,stage,short,bottom,mid,top,dur,systemCol,seriesCol,col,t2d,t2u,t3,tPart,tGFd,tGFu,tSing,tOri,tExt,tThrough,divSIB,divCSIB,divRT,divBC,extProp,oriProp,extPC,oriPC,ext3t,ori3t,extC3t,oriC3t,extGF,oriGF,E2f3,O2f3,ext2f3,ori2f3,samp3t,sampRange,diet,mass_extinction,food_mass_extinction
1,E,Ediacaran,Upper Ediacaran,Avalon Assemblage,Ava,580,570,560,20,#fddd88,#fddd88,#fcd589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,FALSE,FALSE
2,E,Ediacaran,Upper Ediacaran,White Sea Assemblage,Whs,560,555,550,10,#fddd88,#fddd88,#fdd587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,FALSE,FALSE
3,E,Ediacaran,Upper Ediacaran,Nama Assemblage,Nam,550,544.4,538.8,11.2,#fddd88,#fddd88,#fed583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,FALSE,FALSE
4,Cm,Cambrian,Terreneuvian,Fortunian,For,538.8,533.9,529,9.8,#94ac72,#9db989,#a9be93,NA,93,NA,NA,NA,NA,51,110,NA,NA,161,NA,161,NA,0.316770186335404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,FALSE,FALSE
5,Cm,Cambrian,Terreneuvian,Stage 2,St2,529,525,521,8,#94ac72,#9db989,#b6c29e,93,120,52,15,NA,1,47,79,38,72,219,222.132805238121,236,110,0.360169491525424,0.533898305084746,0.423814246776361,0.740613717798869,0.581355774571829,0.836248024200619,0.545637691969749,NA,0.462623521948113,NA,0.268518518518519,NA,0.312683374657198,NA,0.776119402985075,0.763888888888889,Both,FALSE,FALSE
6,Cm,Cambrian,Series 2,Stage 3,St3,521,517.75,514.5,6.5,#94ac72,#a9c595,#b5ca9f,120,204,55,2,4,10,355,173,66,85,663,540.907274119068,679,151,0.620029455081001,0.777614138438881,0.574628580324608,1.1103083284313,0.780158557549575,1.31078680861175,0.441556394670537,1.05733790780221,0.59932842534229,1.21700230461627,0.450819672131148,0.699029126213592,0.59932842534229,1.20074178374449,0.964912280701754,0.811764705882353,Both,FALSE,FALSE
7,Cm,Cambrian,Series 2,Stage 4,St4,514.5,511.75,509,5.5,#94ac72,#a9c595,#c0ceaa,204,171,67,27,4,11,149,116,127,131,471,520.200883330083,523,258,0.527724665391969,0.506692160611855,0.677762261720466,0.634191013426826,1.11342737445325,0.936970937111694,0.897718801626559,0.901252854509615,0.78845736036427,0.703299552023963,0.480519480519481,0.419191919191919,0.654925967739748,0.543334902331285,0.712765957446808,0.603053435114504,Both,FALSE,FALSE
8,Cm,Cambrian,Maolingian,Wulian,Wul,509,506.75,504.5,4.5,#94ac72,#b6d2a2,#c1d6af,171,148,54,13,12,7,225,112,125,122,539,526.461886116528,584,247,0.599315068493151,0.577054794520548,0.705367291894721,0.651300070624445,1.15267950993839,1.00822822719984,0.806933636531843,0.669626064320803,0.910870664404816,0.711956512517442,0.559782608695652,0.496894409937888,0.820486602936547,0.686955210312024,0.805970149253731,0.631147540983607,Both,FALSE,FALSE
9,Cm,Cambrian,Maolingian,Drumian,Dru,504.5,502.5,500.5,4,#94ac72,#b6d2a2,#cddbb8,148,104,46,19,6,9,75,58,94,140,297,330.376464707938,367,234,0.460490463215259,0.362397820163488,0.513678692748397,0.346624608085231,1.16857087727502,0.815749502652278,0.971860583028966,0.600040929825586,0.813928719212585,0.549504478331102,0.479041916167665,0.32520325203252,0.652085693762171,0.39334374757582,0.707692307692308,0.5,Both,FALSE,FALSE
10,Cm,Cambrian,Maolingian,Guzhangian,Guz,500.5,498.75,497,3.5,#94ac72,#b6d2a2,#d6e1c1,104,79,23,5,6,9,118,87,85,113,335,321.049597405901,403,198,0.503722084367246,0.508684863523573,0.560879211982195,0.570929547835696,1.50889668321222,1.23395363653787,0.972095573042972,0.88820776313133,1.08042996958492,0.904456274227152,0.660550458715596,0.595238095238095,1.08042996958492,0.904456274227152,0.821428571428571,0.398230088495575,Both,FALSE,FALSE
11,Cm,Cambrian,Furongian,Paibian,Pai,497,495.6,494.2,2.8,#94ac72,#c2ddb0,#d8e8c4,79,100,38,27,6,18,45,75,41,159,210,282.778366921733,320,200,0.26875,0.375,0.229413164327805,0.38641691313747,0.731861692740636,0.967584026261706,0.22676674368363,0.770873732015651,0.244598486315469,0.581507209417276,0.216981132075472,0.299212598425197,0.244598486315469,0.355550716726452,0.584615384615385,0.308176100628931,Both,FALSE,FALSE
12,Cm,Cambrian,Furongian,Jiangshanian,Jia,494.2,492.6,491,3.2,#94ac72,#c2ddb0,#e4efcf,100,116,35,23,31,6,96,73,70,164,303,395.275325527444,403,234,0.411910669975186,0.419354838709677,0.355454687533503,0.368193713310933,1.04982212449868,1.19824212961695,0.789864600061752,0.6614410194477,0.653301272012746,0.445837563398552,0.373983739837398,0.323741007194245,0.468378933518734,0.391179150860688,0.603448275862069,0.390243902439024,Both,FALSE,FALSE
13,Cm,Cambrian,Furongian,Stages 10,St10,491,488.925,486.85,4.15,#94ac72,#c2ddb0,#edf2db,116,182,64,19,10,3,83,105,73,164,346,353.241194331292,425,237,0.367058823529412,0.442352941176471,0.368193713310933,0.494844951777641,0.594707107746693,1.04512360371712,0.530168586609122,0.540028654660118,0.450927482184922,0.77070541490582,0.244444444444444,0.472636815920398,0.280301965154158,0.639865813947009,0.771084337349398,0.518292682926829,Both,FALSE,FALSE
14,O,Ordovician,Lower Ordovician,Tremadocian,Tre,486.85,481.965,477.08,9.77,#009881,#00a180,#0dac98,182,342,60,4,3,5,228,391,132,137,843,707.869867133249,888,269,0.405405405405405,0.697072072072072,0.674730453773714,1.34911535787814,1.10966212485469,1.7404661748405,0.898885229177697,1.48050865040358,0.991640169115942,1.64174615566676,0.623655913978495,0.803468208092486,0.977251431663842,1.62693106988162,0.9375,0.671532846715328,Both,FALSE,FALSE
15,O,Ordovician,Lower Ordovician,Floian,Flo,477.08,474.17,471.26,5.82,#009881,#00a180,#0eb1a0,342,325,179,42,3,95,171,244,120,408,767,745.472683155702,943,528,0.308589607635207,0.440084835630965,0.2578291093021,0.468777387522491,0.64742493122185,0.596439376488982,0.277326966950977,0.531900855351411,0.194900339000815,0.49371579619953,0.177083333333333,0.288828337874659,0.194900339000815,0.340841440731877,0.809954751131222,0.568627450980392,Both,FALSE,FALSE
16,O,Ordovician,Middle Ordovician,Dapingian,Dap,471.26,470.34,469.42,1.84,#009881,#34b597,#67c0ae,325,506,259,116,87,22,100,238,66,586,708,806.978359673969,990,652,0.167676767676768,0.341414141414141,0.10672477234964,0.340850740332459,0.2269971206302,0.669708607587928,0.151876490162092,0.45893171191093,0.105108594759656,0.297375201657441,0,0.223472668810289,0,0.252923439086607,0.690666666666667,0.51877133105802,Both,FALSE,FALSE
17,O,Ordovician,Middle Ordovician,Darriwilian,Dar,469.42,463.8,458.18,11.24,#009881,#34b597,#79c5b8,506,872,282,22,62,45,374,625,277,547,1683,1428.25488638095,1823,824,0.35710367526056,0.547997805814591,0.409721727487491,0.762018167714977,0.584629598349352,1.12888235297087,0.415288753028119,0.758784388699993,0.414024361503834,0.893072441772148,0.339015151515151,0.590604026845638,0.414024361503834,0.893072441772148,0.927631578947368,0.744058500914077,Both,FALSE,FALSE
18,O,Ordovician,Upper Ordovician,Sandbian,Sbd,458.18,455.465,452.75,5.43,#009881,#8ccbae,#9bceaf,872,1072,672,124,23,13,196,407,201,971,1534,1430.4289186969,1775,1172,0.223661971830986,0.339718309859155,0.188140501845633,0.350061983282279,0.26053108338583,0.467023001107598,0.214011067750937,0.39190237063949,0.207948340526107,0.378653850657508,0.0923694779116466,0.249163879598662,0.0969178971924218,0.286567866208377,0.844221105527638,0.751802265705458,Both,FALSE,FALSE
19,O,Ordovician,Upper Ordovician,Katian,Kat,452.75,448.98,445.21,7.54,#009881,#8ccbae,#a6d5c3,1072,565,378,18,29,63,449,305,612,766,1988,1639.52065904824,2132,1378,0.49765478424015,0.353658536585366,0.587206281833013,0.335165900707157,1.04238714601116,0.401931535526853,0.680835224992923,0.23259069020562,0.864882765162644,0.316098017426076,0.570642201834862,0.262435677530017,0.845464679305542,0.304401977662884,0.954545454545455,0.81201044386423,Both,TRUE,TRUE
20,O,Ordovician,Upper Ordovician,Hirnantian,Hir,445.21,444.14,443.07,2.14,#009881,#8ccbae,#b6d9c3,565,268,225,98,9,83,50,75,227,844,713,805.761776052393,1196,1071,0.231605351170569,0.104515050167224,0.238195575851792,0.0851336277597299,0.920725328942021,0.174886578306436,0.656910737896883,0.128366562671544,0.49042183058413,0.0974983644848777,0.369532428355958,0,0.461293557661106,0,0.696594427244582,0.427725118483412,Both,FALSE,FALSE
21,S,Silurian,Llandovery,Rhuddanian,Rhu,443.07,441.78,440.49,2.58,#bfe0cd,#8ccbae,#b3dccc,268,279,159,48,86,78,33,114,88,831,527,540.108439757066,1066,919,0.113508442776735,0.137898686679174,0.100656327500239,0.128555132638295,0.522082778290625,0.562307579601134,0.237928046356813,0.200755658582898,0.103253033318261,0.109787561880186,0.0981012658227848,0.103975535168196,0.103253033318261,0.109787561880186,0.768115942028985,0.351383874849579,Both,FALSE,FALSE
22,S,Silurian,Llandovery,Aeronian,Aer,440.49,439.54,438.59,1.9,#bfe0cd,#8ccbae,#c1e1d6,279,377,213,70,79,44,61,141,63,882,585,611.870937198454,1147,945,0.108108108108108,0.176111595466434,0.0689928714869514,0.148302709944835,0.269919616111941,0.570953021738586,0.0902790260712437,0.307138430693448,0.0651117513051737,0.210914382787798,0.0544412607449857,0.190156599552573,0.0559792677419013,0.210914382787798,0.752650176678445,0.36281179138322,Both,FALSE,FALSE
23,S,Silurian,Llandovery,Telychian,Tel,438.59,435.76,432.93,5.66,#bfe0cd,#8ccbae,#cae8e0,377,455,249,49,67,22,156,192,142,881,916,862.997460891738,1371,1023,0.217359591539023,0.25382932166302,0.149437140015447,0.197156116694519,0.414792290983303,0.602844522486243,0.269826520733117,0.31868979055243,0.286118350475598,0.322678914488877,0.211267605633803,0.265873015873016,0.237328186306166,0.309073262433098,0.835570469798658,0.483541430192963,Both,FALSE,FALSE
24,S,Silurian,Wenlock,Sheinwoodian,She,432.93,431.775,430.62,2.31,#bfe0cd,#c1e1d6,#cce7d8,455,382,250,39,33,93,80,145,141,932,836,760.783769478922,1298,1073,0.170261941448382,0.173343605546995,0.140880927945107,0.144601862470797,0.598836501088704,0.423959690744329,0.247756579277342,0.244319100703632,0.257114908581347,0.268081288137973,0.226720647773279,0.194774346793349,0.257114908581347,0.216632726301931,0.865051903114187,0.504291845493562,Both,FALSE,FALSE
25,S,Silurian,Wenlock,Homerian,Hom,430.62,428.68,426.74,3.88,#bfe0cd,#c1e1d6,#d6ebe2,382,290,233,98,56,76,58,72,101,976,589,658.695194137427,1207,1077,0.131731565865783,0.107705053852527,0.0984720907432961,0.071176278467895,0.494382155040875,0.218842469414819,0.23487095955579,0.0738766991646335,0.164972918459342,0.00258064659349171,0.147916666666667,0,0.160070947859135,0,0.70392749244713,0.366803278688525,Both,FALSE,FALSE
26,S,Silurian,Ludlow,Gorstian,Gor,426.74,425.875,425.01,1.73,#bfe0cd,#cce7e2,#d6ecea,290,340,216,64,96,44,35,88,75,973,587,599.017497868583,1171,1048,0.0939368061485909,0.105038428693424,0.0742547826949824,0.0865830564279781,0.294602515296355,0.453667209926042,0.0147989304166535,0.10258728811468,0.088553397341445,0.0718257345712556,0.0536723163841808,0.0693069306930693,0.055166381308708,0.0718257345712556,0.771428571428571,0.399794450154162,Both,FALSE,FALSE
27,S,Silurian,Ludlow,Ludfordian,Lud,425.01,423.87,422.73,2.28,#bfe0cd,#cce7e2,#e2f1ec,340,330,223,72,53,55,52,78,105,956,630,656.077025151976,1191,1061,0.131821998320739,0.109151973131822,0.104209225562582,0.0784321420169732,0.421773846150088,0.391920883000407,0.131724908688041,0.132409687515323,0.163090194866067,0.144249608844547,0.12621359223301,0.0646766169154229,0.134919317899371,0.0668629452291267,0.75593220338983,0.413179916317992,Both,FALSE,FALSE
28,S,Silurian,Pridoli,Pridoli,Pri,422.73,420.865,419,3.73,#bfe0cd,#ebf5ec,#ebf5ec,330,345,211,71,62,39,80,87,132,902,663,697.553157195206,1201,1034,0.176519567027477,0.139050791007494,0.136575535005751,0.0920798115600885,0.447234520984459,0.491686283555293,0.253915209980963,0.211882698675592,0.222520304176553,0.190043602887865,0.182044887780549,0.134615384615385,0.200947818922426,0.144581228811107,0.74822695035461,0.403547671840355,Both,FALSE,FALSE
29,D,Devonian,Lower Devonian,Lochkovian,Loc,419,415.7,412.4,6.6,#d49f51,#e9ba6a,#eac378,345,471,211,45,64,68,173,272,136,853,985,940.786047293857,1434,989,0.215481171548117,0.310320781032078,0.147934784131033,0.276778767146841,0.491686283555293,0.802999960540351,0.156936700245527,0.512951023078304,0.185403223331363,0.477785769687791,0.169230769230769,0.368217054263566,0.185403223331363,0.459209384114855,0.82421875,0.473622508792497,Both,FALSE,FALSE
30,D,Devonian,Lower Devonian,Pragian,Pra,412.4,411.455,410.51,1.89,#d49f51,#e9ba6a,#ebcd87,471,578,332,132,45,46,166,266,145,980,1035,1138.72111552997,1557,1125,0.199743095696853,0.277456647398844,0.137985742973903,0.240141127682781,0.349723125099929,0.554438899755889,0.159966589818457,0.361119588752393,0.167506471008814,0.332816953484838,0.066334991708126,0.192957746478873,0.0686375685874952,0.214379253320621,0.71551724137931,0.46734693877551,Both,FALSE,FALSE
31,D,Devonian,Lower Devonian,Emsian,Ems,410.51,402.405,394.3,16.21,#d49f51,#e9ba6a,#edd595,578,646,335,70,79,82,378,337,268,978,1519,1445.65651362086,1961,1246,0.329423763386028,0.36460989291178,0.242184029312581,0.296082274577047,0.545443336847311,0.656668971957535,0.231500213286126,0.321919388647769,0.285626573269685,0.391595260244014,0.248456790123457,0.290502793296089,0.285626573269685,0.343198719382164,0.827160493827161,0.548057259713701,Both,FALSE,FALSE
32,D,Devonian,Middle Devonian,Eifelian,Eif,394.3,389.8,385.3,9,#d49f51,#f4ce85,#f5da93,646,622,404,149,76,35,136,194,266,1049,1116,1202.55538686079,1645,1315,0.244376899696049,0.200607902735562,0.225999336215568,0.169690483114414,0.469384625821452,0.431525214778029,0.351601590165068,0.241768679496557,0.301615166755705,0.203557116862889,0.154716981132075,0.0972762645914397,0.168083774131182,0.10233871322891,0.730560578661845,0.495710200190658,Both,FALSE,FALSE
33,D,Devonian,Middle Devonian,Givetian,Giv,385.3,382.1,378.9,6.4,#d49f51,#f4ce85,#f5e2a0,622,472,288,36,65,50,322,195,403,840,1408,1246.9593744874,1760,1243,0.411931818181818,0.29375,0.391881199673352,0.20875481386211,0.769979612603234,0.494018505449609,0.469528939512653,0.180075381888425,0.564949133910785,0.266902103960036,0.417933130699088,0.232283464566929,0.541169942144671,0.26433470845479,0.888888888888889,0.580952380952381,Both,FALSE,FALSE
34,D,Devonian,Upper Devonian,Frasnian,Fra,378.9,375,371.1,7.8,#d49f51,#f5e4b6,#f4edc3,472,317,214,75,27,69,225,102,248,787,883,938.732600235165,1362,1035,0.347283406754772,0.240088105726872,0.273928457282066,0.121868987096501,0.791002970563704,0.392925758855429,0.537807074183092,0.275142723199046,0.423915816021281,0.21551962620355,0.345521023765996,0.130102040816327,0.423915816021281,0.139379362506946,0.740484429065744,0.39135959339263,Both,FALSE,FALSE
35,D,Devonian,Upper Devonian,Famennian,Fam,371.1,365.2,359.3,11.8,#d49f51,#f5e4b6,#f4f0d5,317,286,118,34,77,41,332,170,227,662,954,967.402226586139,1391,889,0.401869158878505,0.360891445003595,0.294831679576896,0.2285668848842,0.988217149411616,0.885307186354188,0.728705953926531,0.584856513263607,0.59809603456098,0.334598992239533,0.45014245014245,0.284375,0.59809603456098,0.334598992239533,0.776315789473684,0.33987915407855,Both,TRUE,TRUE
36,C,Carboniferous,Mississippian,Tournaisian,Tou,359.3,353.015,346.73,12.57,#6eafb5,#769e83,#9db989,286,491,189,56,41,17,241,267,107,725,923,941.896338215847,1340,832,0.259701492537313,0.37910447761194,0.137660785966534,0.313551452430198,0.41424479576021,0.954697112734878,0.34723408547725,0.701501216354266,0.266466233301508,0.648456991602129,0.184210526315789,0.449725776965265,0.20359895524124,0.597338537673106,0.771428571428571,0.424827586206897,Both,FALSE,FALSE
37,C,Carboniferous,Mississippian,Visean,Vis,346.73,338.535,330.34,16.39,#6eafb5,#769e83,#b7c089,491,461,202,14,39,52,295,335,216,776,1288,1084.21490166951,1622,992,0.315043156596794,0.388409371146732,0.245570587101654,0.358863269456411,0.888176430393316,0.825130345595444,0.519805446691392,0.565619150110359,0.633571448764503,0.622051258876215,0.469306930693069,0.463157894736842,0.633571448764503,0.622051258876215,0.935185185185185,0.569587628865979,Both,FALSE,FALSE
38,C,Carboniferous,Mississippian,Serpukhovian,Ser,330.34,326.87,323.4,6.94,#6eafb5,#769e83,#cdc888,461,270,238,106,15,119,156,75,131,980,735,836.307423620112,1342,1111,0.213859910581222,0.172131147540984,0.125463217975012,0.0737434742455492,0.661127369325174,0.1261512853269,0.266961816470943,0.0591405750439398,0.202632249641518,0.0462667549016156,0.18342151675485,0,0.202632249641518,0,0.691860465116279,0.380612244897959,Both,FALSE,FALSE
39,C,Carboniferous,Pennsylvanian,Bashkirian,Bas,323.4,319.275,315.15,8.25,#6eafb5,#a6c9cd,#a6c9cd,270,342,178,86,128,25,124,149,68,987,679,792.776606064553,1328,1055,0.144578313253012,0.205572289156627,0.0666260064766853,0.140598559847615,0.41663840870629,0.65302718677052,0.230052453125877,0.284656203068596,0.208504042739598,0.0878613557913343,0.115168539325843,0.0841121495327103,0.122358092026397,0.0878613557913343,0.674242424242424,0.342451874366768,Both,FALSE,FALSE
40,C,Carboniferous,Pennsylvanian,Moscovian,Mos,315.15,311.085,307.02,8.13,#6eafb5,#a6c9cd,#bed3ce,342,356,195,40,60,72,128,197,82,1054,867,822.525698507299,1461,1136,0.143737166324435,0.222450376454483,0.074920870179789,0.171350781365603,0.561811178498858,0.601931172288284,0.135068671943409,0.207765619434053,0.218572861019378,0.294438854914661,0.175392670157068,0.217171717171717,0.192847969780942,0.244841913775289,0.829787234042553,0.436432637571158,Both,FALSE,FALSE
41,C,Carboniferous,Pennsylvanian,Kasimovian,Kas,307.02,305.35,303.68,3.34,#6eafb5,#a6c9cd,#cad8d9,356,254,186,99,32,121,52,73,80,1171,562,677.899570339301,1376,1251,0.0959302325581395,0.0908430232558139,0.0660851468691938,0.0604739097014074,0.649184057138829,0.311587593305335,0.335737847750917,0.125001637724923,0.113944259349218,0.107566283056016,0.107692307692308,0.0254957507082153,0.113944259349218,0.0258263995598985,0.652631578947368,0.304867634500427,Both,FALSE,FALSE
42,C,Carboniferous,Pennsylvanian,Gzhelian,Gzh,303.68,301.285,298.89,4.79,#6eafb5,#a6c9cd,#d6dcda,254,352,182,67,123,39,34,129,49,1195,563,606.3641005913,1407,1244,0.0589907604832978,0.115849324804549,0.0401858089335137,0.102511272131342,0.333327579941741,0.659624488521302,0.171183252433737,0.232881981965853,0.10848064299407,0.118977065648991,0.0996884735202492,0.112171837708831,0.105014435017584,0.118977065648991,0.730923694779116,0.293723849372385,Both,FALSE,FALSE
43,P,Permian,Cisuralian,Asselian,Ass,298.89,296.205,293.52,5.37,#e35b41,#e5755f,#e07f6c,352,495,267,47,66,72,54,205,42,1282,828,766.559465657812,1583,1324,0.0606443461781428,0.163613392293114,0.0322360990163382,0.14833930897954,0.276382517197847,0.617309104168441,0.0288664864714012,0.303862894780529,0.0331240474250325,0.355094748719215,0.0325814536340852,0.284132841328413,0.0331240474250325,0.334260661816373,0.85031847133758,0.411076443057722,Both,FALSE,FALSE
44,P,Permian,Cisuralian,Sakmarian,Sak,293.52,292.015,290.51,3.01,#e35b41,#e5755f,#e18a76,495,606,381,107,65,107,65,208,76,1411,953,960.914781901374,1760,1487,0.0801136363636364,0.155113636363636,0.0524619946073411,0.137510001824821,0.261758387441989,0.464080610942614,0.0543987038290415,0.30193628343461,0.0116960397631912,0.254123418891961,0.0116279069767442,0.17531556802244,0.0116960397631912,0.192754472515669,0.780737704918033,0.428065201984408,Both,FALSE,FALSE
45,P,Permian,Cisuralian,Artinskian,Art,290.51,286.905,283.3,7.21,#e35b41,#e5755f,#e39684,606,705,447,103,135,72,140,211,150,1469,1192,1154.59201341426,1970,1619,0.147208121827411,0.178172588832487,0.0972267775037578,0.134211896223427,0.304321391455746,0.4556392081987,0.129404782668369,0.208123177472254,0.130915433792948,0.16514322025887,0.107193229901269,0.152227722772277,0.113385104387951,0.16514322025887,0.812727272727273,0.470388019060585,Both,FALSE,FALSE
46,P,Permian,Cisuralian,Kungurian,Kun,283.3,278.835,274.37,8.93,#e35b41,#e5755f,#e49f90,705,798,497,95,92,94,125,229,172,1508,1329,1246.19907976483,2034,1680,0.146017699115044,0.174041297935103,0.108009523829403,0.141375217673204,0.34960777671564,0.47351857135318,0.167573122807027,0.266158887740232,0.153734099942042,0.266628663253949,0.13625,0.208286674132139,0.146471903900257,0.233555914979926,0.839527027027027,0.532493368700265,Both,FALSE,FALSE
47,P,Permian,Guadalupian,Roadian,Roa,274.37,271.79,269.21,5.16,#e35b41,#f18f76,#f49984,798,775,581,116,90,82,93,146,176,1561,1233,1164.43928679419,1976,1737,0.136133603238866,0.120951417004049,0.106832845725673,0.0894108022790086,0.317357840597898,0.288112272501436,0.169437710521275,0.113195663714059,0.159819525583402,0.124116179053406,0.101750547045952,0.0920314253647587,0.107307462001722,0.0965455104123176,0.833572453371593,0.524023062139654,Both,FALSE,FALSE
48,P,Permian,Guadalupian,Wordian,Wor,269.21,266.775,264.34,4.87,#e35b41,#f18f76,#f4a692,775,724,552,88,74,166,142,161,205,1502,1330,1213.91887576361,2010,1707,0.172636815920398,0.150746268656716,0.127939890470361,0.101825646868848,0.339314983076252,0.271243346108621,0.0113173734460109,0.0892086922000085,0.0683309485767997,0.128617377822094,0.0660486674391657,0.113300492610837,0.0683309485767997,0.120249128151577,0.8625,0.547270306258322,Both,FALSE,FALSE
49,P,Permian,Guadalupian,Capitanian,Cap,264.34,261.945,259.55,4.79,#e35b41,#f18f76,#f6af9b,724,601,474,184,113,71,88,73,263,1400,1063,1161.65708019369,1824,1663,0.192434210526316,0.0882675438596491,0.172150963589578,0.0508289008592803,0.42358407069064,0.237387612840131,0.270392623550842,0.0894674827635089,0.219570646592635,0.0179953442190789,0.115638766519824,0,0.122889664654531,0,0.720364741641337,0.456428571428571,Both,FALSE,FALSE
50,P,Permian,Lopingian,Wuchiapingian,Wuc,259.55,256.895,254.24,5.31,#e35b41,#f8baab,#fac4b8,601,707,447,74,110,7,147,125,350,1123,1320,1211.15927313187,1745,1473,0.284813753581662,0.155873925501433,0.271297461724187,0.10553859419093,0.296036339921639,0.458472071283004,0.159325294379736,0.130474461652763,0.245616407166268,0.213269287298473,0.124444444444444,0.188220230473752,0.132896673466432,0.20852619540246,0.857965451055662,0.621549421193232,Both,FALSE,FALSE
51,P,Permian,Lopingian,Changhsingian,Chg,254.24,253.07,251.9,2.34,#e35b41,#f8baab,#facfc6,707,204,157,23,11,46,138,49,600,648,1082,976.556198027912,1435,1248,0.514285714285714,0.130313588850174,0.655406852577098,0.0728947144082492,1.50478486054826,0.261874188495908,1.22273660581474,0.10868274135611,1.17250953487015,0.172676589434773,0.69041095890411,0.0881057268722467,1.17250953487015,0.0922312242160336,0.872222222222222,0.455246913580247,Both,TRUE,FALSE
52,Tr,Triassic,Lower Triassic,Induan,Ind,251.9,250.89,249.88,2.02,#984b99,#a9599e,#b266a6,204,204,89,29,38,66,70,119,89,608,435,454.023555019564,886,697,0.179458239277652,0.213318284424379,0.136610528794357,0.178751595567352,0.829483624112076,0.829483624112076,0.518169947127018,0.692772578570174,0.236102695956715,0.401182446316164,0.210300429184549,0.330472103004292,0.236102695956715,0.401182446316164,0.754237288135593,0.258223684210526,Both,FALSE,FALSE
53,Tr,Triassic,Lower Triassic,Olenekian,Ole,249.88,248.29,246.7,3.18,#984b99,#a9599e,#bb71ac,204,280,115,42,60,14,265,145,97,630,692,743.712419201849,1137,727,0.318381706244503,0.360598065083553,0.143206658147941,0.207143209967769,0.573187865480966,0.889857474806,0.477396800839291,0.607809220072475,0.363667979429703,0.394654192003949,0.284552845528455,0.326086956521739,0.334847540894211,0.394654192003949,0.732484076433121,0.293650793650794,Both,FALSE,FALSE
54,Tr,Triassic,Middle Triassic,Anisian,Ani,246.7,244.08,241.46,5.24,#984b99,#bd86bd,#c793c3,280,516,189,19,37,42,308,384,83,692,1124,973.789235209761,1467,775,0.266530334014997,0.471710974778459,0.113277073735677,0.44141978510406,0.393042588109607,1.00435975042192,0.0646512035423328,0.693046073436862,0.17898265552844,0.78100853635128,0.163879598662207,0.532710280373832,0.17898265552844,0.76080582903376,0.908653846153846,0.504335260115607,Both,FALSE,FALSE
55,Tr,Triassic,Middle Triassic,Ladinian,Lad,241.46,239.23,237,4.46,#984b99,#bd86bd,#d0a0c8,516,550,355,138,25,56,146,208,132,944,938,1025.45954506634,1430,1076,0.194405594405594,0.247552447552448,0.130879574576229,0.199128675110336,0.373988976006147,0.437800488751101,0.218528538296825,0.342009424109425,0.175008909947668,0.283813595673861,0.102446483180428,0.107558139534884,0.108082531629102,0.113793909786201,0.720081135902637,0.478813559322034,Both,FALSE,FALSE
56,Tr,Triassic,Upper Triassic,Carnian,Car,237,232.15,227.3,9.7,#984b99,#c9a6d0,#d1b3d5,550,612,327,55,100,55,258,291,246,906,1332,1224.94605219661,1701,1152,0.296296296296296,0.322751322751323,0.240215535212857,0.278534399514994,0.519958107329263,0.626772111615073,0.306384007031204,0.298380727047798,0.325295262935251,0.324845931865023,0.249586776859504,0.27736131934033,0.287131259989494,0.324845931865023,0.856020942408377,0.592715231788079,Both,FALSE,FALSE
57,Tr,Triassic,Upper Triassic,Norian,Nor,227.3,218.405,209.51,17.79,#984b99,#c9a6d0,#dbc1de,612,497,336,80,38,35,306,167,296,901,1224,1192.97844918491,1670,1197,0.360479041916168,0.283233532934132,0.284068447949635,0.170037761911802,0.599621122549122,0.391478866133425,0.368062374309628,0.236018428424103,0.428118616114991,0.239745068466752,0.280346820809249,0.169844020797227,0.328985878593017,0.186141669097184,0.807692307692308,0.504994450610433,Both,FALSE,FALSE
58,Tr,Triassic,Upper Triassic,Rhaetian,Rha,209.51,205.435,201.36,8.15,#984b99,#c9a6d0,#e5cbe4,497,193,142,37,33,58,70,80,302,766,773,767.081144942816,1218,1068,0.305418719211823,0.123152709359606,0.332360849779549,0.099337189865632,1.25276296849537,0.306863131303625,0.949890730549612,0.0932890310055658,0.812335697825064,0.081493034251183,0.556179775280899,0.0695652173913043,0.812335697825064,0.0721032939013439,0.793296089385475,0.419060052219321,Both,TRUE,FALSE
59,J,Jurassic,Lower Jurassic,Hettangian,Het,201.36,200.41,199.46,1.9,#00b0e2,#02b1ea,#22b5e9,193,258,147,52,38,66,59,137,21,825,459,489.153938299033,1042,846,0.0767754318618042,0.18809980806142,0.0251359732715423,0.153631064331025,0.272257602126149,0.562526998142881,0.0296959649548378,0.330968249903387,-0.0784716154414952,0.268512156344061,0,0.235483870967742,0,0.268512156344061,0.738693467336683,0.293333333333333,Both,FALSE,FALSE
